Date,Week,Month,Year,Commodity,Lock,Tons
02/04/2006,5,2,2006,Wheat,Miss Locks 27,6100
02/04/2006,5,2,2006,Wheat,Ohio Olmsted,3000
02/04/2006,5,2,2006,Wheat,Ark Lock 1,9800
02/04/2006,5,2,2006,Soybeans,Miss Locks 27,80547
02/04/2006,5,2,2006,Soybeans,Ohio Olmsted,78750
02/04/2006,5,2,2006,Soybeans,Ark Lock 1,15600
02/04/2006,5,2,2006,Other Grain,Miss Locks 27,6140
02/04/2006,5,2,2006,Other Grain,Ohio Olmsted,0
02/04/2006,5,2,2006,Other Grain,Ark Lock 1,22500
02/11/2006,6,2,2006,Corn,Miss Locks 27,280639
02/11/2006,6,2,2006,Corn,Ohio Olmsted,190293
02/11/2006,6,2,2006,Corn,Ark Lock 1,0
02/11/2006,6,2,2006,Wheat,Miss Locks 27,4500
02/11/2006,6,2,2006,Wheat,Ohio Olmsted,0
02/11/2006,6,2,2006,Wheat,Ark Lock 1,19600
02/11/2006,6,2,2006,Soybeans,Miss Locks 27,75443
02/11/2006,6,2,2006,Soybeans,Ohio Olmsted,72425
02/11/2006,6,2,2006,Soybeans,Ark Lock 1,32200
02/11/2006,6,2,2006,Other Grain,Miss Locks 27,1600
02/11/2006,6,2,2006,Other Grain,Ohio Olmsted,1500
02/11/2006,6,2,2006,Other Grain,Ark Lock 1,18700
02/18/2006,7,2,2006,Corn,Miss Locks 27,279168
02/18/2006,7,2,2006,Corn,Ohio Olmsted,128755
02/18/2006,7,2,2006,Corn,Ark Lock 1,0
02/18/2006,7,2,2006,Wheat,Miss Locks 27,0
02/18/2006,7,2,2006,Wheat,Ohio Olmsted,9150
02/18/2006,7,2,2006,Wheat,Ark Lock 1,1400
02/18/2006,7,2,2006,Soybeans,Miss Locks 27,39975
02/18/2006,7,2,2006,Soybeans,Ohio Olmsted,37745
02/18/2006,7,2,2006,Soybeans,Ark Lock 1,18200
02/18/2006,7,2,2006,Other Grain,Miss Locks 27,0
02/18/2006,7,2,2006,Other Grain,Ohio Olmsted,1500
02/18/2006,7,2,2006,Other Grain,Ark Lock 1,26000
02/25/2006,8,2,2006,Corn,Miss Locks 27,190452
02/25/2006,8,2,2006,Corn,Ohio Olmsted,154400
02/25/2006,8,2,2006,Corn,Ark Lock 1,0
02/25/2006,8,2,2006,Wheat,Miss Locks 27,0
02/25/2006,8,2,2006,Wheat,Ohio Olmsted,1400
02/25/2006,8,2,2006,Wheat,Ark Lock 1,19600
02/25/2006,8,2,2006,Soybeans,Miss Locks 27,77130
02/25/2006,8,2,2006,Soybeans,Ohio Olmsted,79600
02/25/2006,8,2,2006,Soybeans,Ark Lock 1,35350
02/25/2006,8,2,2006,Other Grain,Miss Locks 27,0
02/25/2006,8,2,2006,Other Grain,Ohio Olmsted,0
02/25/2006,8,2,2006,Other Grain,Ark Lock 1,20500
03/04/2006,9,3,2006,Corn,Miss Locks 27,179503
03/04/2006,9,3,2006,Corn,Ohio Olmsted,116500
03/04/2006,9,3,2006,Corn,Ark Lock 1,0
03/04/2006,9,3,2006,Wheat,Miss Locks 27,0
03/04/2006,9,3,2006,Wheat,Ohio Olmsted,3000
03/04/2006,9,3,2006,Wheat,Ark Lock 1,21000
03/04/2006,9,3,2006,Soybeans,Miss Locks 27,115460
03/04/2006,9,3,2006,Soybeans,Ohio Olmsted,57200
03/04/2006,9,3,2006,Soybeans,Ark Lock 1,21000
03/04/2006,9,3,2006,Other Grain,Miss Locks 27,0
03/04/2006,9,3,2006,Other Grain,Ohio Olmsted,0
03/04/2006,9,3,2006,Other Grain,Ark Lock 1,9750
03/11/2006,10,3,2006,Corn,Miss Locks 27,281010
03/11/2006,10,3,2006,Corn,Ohio Olmsted,179800
03/11/2006,10,3,2006,Corn,Ark Lock 1,0
03/11/2006,10,3,2006,Wheat,Miss Locks 27,19885
03/11/2006,10,3,2006,Wheat,Ohio Olmsted,9100
03/11/2006,10,3,2006,Wheat,Ark Lock 1,28100
03/11/2006,10,3,2006,Soybeans,Miss Locks 27,74447
03/11/2006,10,3,2006,Soybeans,Ohio Olmsted,49850
03/11/2006,10,3,2006,Soybeans,Ark Lock 1,15600
03/11/2006,10,3,2006,Other Grain,Miss Locks 27,3000
03/11/2006,10,3,2006,Other Grain,Ohio Olmsted,9000
03/11/2006,10,3,2006,Other Grain,Ark Lock 1,17900
03/18/2006,11,3,2006,Corn,Miss Locks 27,175440
03/18/2006,11,3,2006,Corn,Ohio Olmsted,137600
03/18/2006,11,3,2006,Corn,Ark Lock 1,1400
03/18/2006,11,3,2006,Wheat,Miss Locks 27,1500
03/18/2006,11,3,2006,Wheat,Ohio Olmsted,0
03/18/2006,11,3,2006,Wheat,Ark Lock 1,26600
03/18/2006,11,3,2006,Soybeans,Miss Locks 27,49729
03/18/2006,11,3,2006,Soybeans,Ohio Olmsted,43150
03/18/2006,11,3,2006,Soybeans,Ark Lock 1,22600
03/18/2006,11,3,2006,Other Grain,Miss Locks 27,0
03/18/2006,11,3,2006,Other Grain,Ohio Olmsted,0
03/18/2006,11,3,2006,Other Grain,Ark Lock 1,1400
03/25/2006,12,3,2006,Corn,Miss Locks 27,194290
03/25/2006,12,3,2006,Corn,Ohio Olmsted,108100
03/25/2006,12,3,2006,Corn,Ark Lock 1,0
03/25/2006,12,3,2006,Wheat,Miss Locks 27,3200
03/25/2006,12,3,2006,Wheat,Ohio Olmsted,3000
03/25/2006,12,3,2006,Wheat,Ark Lock 1,18785
03/25/2006,12,3,2006,Soybeans,Miss Locks 27,46974
03/25/2006,12,3,2006,Soybeans,Ohio Olmsted,28300
03/25/2006,12,3,2006,Soybeans,Ark Lock 1,26852
03/25/2006,12,3,2006,Other Grain,Miss Locks 27,13800
03/25/2006,12,3,2006,Other Grain,Ohio Olmsted,0
03/25/2006,12,3,2006,Other Grain,Ark Lock 1,17250
04/01/2006,13,3,2006,Corn,Miss Locks 27,440411
04/01/2006,13,3,2006,Corn,Ohio Olmsted,98592
04/01/2006,13,3,2006,Corn,Ark Lock 1,0
04/01/2006,13,3,2006,Wheat,Miss Locks 27,10899
04/01/2006,13,3,2006,Wheat,Ohio Olmsted,6000
04/01/2006,13,3,2006,Wheat,Ark Lock 1,8400
04/01/2006,13,3,2006,Soybeans,Miss Locks 27,84469
04/01/2006,13,3,2006,Soybeans,Ohio Olmsted,25800
04/01/2006,13,3,2006,Soybeans,Ark Lock 1,14000
04/01/2006,13,3,2006,Other Grain,Miss Locks 27,1640
04/01/2006,13,3,2006,Other Grain,Ohio Olmsted,0
04/01/2006,13,3,2006,Other Grain,Ark Lock 1,4600
04/08/2006,14,4,2006,Corn,Miss Locks 27,373845
04/08/2006,14,4,2006,Corn,Ohio Olmsted,108860
04/08/2006,14,4,2006,Corn,Ark Lock 1,0
04/08/2006,14,4,2006,Wheat,Miss Locks 27,1600
04/08/2006,14,4,2006,Wheat,Ohio Olmsted,1500
04/08/2006,14,4,2006,Wheat,Ark Lock 1,22400
04/08/2006,14,4,2006,Soybeans,Miss Locks 27,73727
04/08/2006,14,4,2006,Soybeans,Ohio Olmsted,25685
04/08/2006,14,4,2006,Soybeans,Ark Lock 1,9800
04/08/2006,14,4,2006,Other Grain,Miss Locks 27,0
04/08/2006,14,4,2006,Other Grain,Ohio Olmsted,0
04/08/2006,14,4,2006,Other Grain,Ark Lock 1,7800
04/15/2006,15,4,2006,Corn,Miss Locks 27,560177
04/15/2006,15,4,2006,Corn,Ohio Olmsted,102593
04/15/2006,15,4,2006,Corn,Ark Lock 1,0
04/15/2006,15,4,2006,Wheat,Miss Locks 27,1535
04/15/2006,15,4,2006,Wheat,Ohio Olmsted,3000
04/15/2006,15,4,2006,Wheat,Ark Lock 1,10889
04/15/2006,15,4,2006,Soybeans,Miss Locks 27,45458
04/15/2006,15,4,2006,Soybeans,Ohio Olmsted,13820
04/15/2006,15,4,2006,Soybeans,Ark Lock 1,7000
04/15/2006,15,4,2006,Other Grain,Miss Locks 27,0
04/15/2006,15,4,2006,Other Grain,Ohio Olmsted,0
04/15/2006,15,4,2006,Other Grain,Ark Lock 1,5300
04/22/2006,16,4,2006,Corn,Miss Locks 27,459283
04/22/2006,16,4,2006,Corn,Ohio Olmsted,67512
04/22/2006,16,4,2006,Corn,Ark Lock 1,0
04/22/2006,16,4,2006,Wheat,Miss Locks 27,6175
04/22/2006,16,4,2006,Wheat,Ohio Olmsted,3000
04/22/2006,16,4,2006,Wheat,Ark Lock 1,18200
04/22/2006,16,4,2006,Soybeans,Miss Locks 27,53080
04/22/2006,16,4,2006,Soybeans,Ohio Olmsted,14100
04/22/2006,16,4,2006,Soybeans,Ark Lock 1,5600
04/22/2006,16,4,2006,Other Grain,Miss Locks 27,0
04/22/2006,16,4,2006,Other Grain,Ohio Olmsted,0
04/22/2006,16,4,2006,Other Grain,Ark Lock 1,12500
04/29/2006,17,4,2006,Corn,Miss Locks 27,521773
04/29/2006,17,4,2006,Corn,Ohio Olmsted,65000
04/29/2006,17,4,2006,Corn,Ark Lock 1,0
04/29/2006,17,4,2006,Wheat,Miss Locks 27,1600
04/29/2006,17,4,2006,Wheat,Ohio Olmsted,0
04/29/2006,17,4,2006,Wheat,Ark Lock 1,12600
04/29/2006,17,4,2006,Soybeans,Miss Locks 27,56593
04/29/2006,17,4,2006,Soybeans,Ohio Olmsted,10500
04/29/2006,17,4,2006,Soybeans,Ark Lock 1,9900
04/29/2006,17,4,2006,Other Grain,Miss Locks 27,0
04/29/2006,17,4,2006,Other Grain,Ohio Olmsted,1500
04/29/2006,17,4,2006,Other Grain,Ark Lock 1,5800
05/06/2006,18,5,2006,Corn,Miss Locks 27,467810
05/06/2006,18,5,2006,Corn,Ohio Olmsted,47600
05/06/2006,18,5,2006,Corn,Ark Lock 1,0
05/06/2006,18,5,2006,Wheat,Miss Locks 27,4500
05/06/2006,18,5,2006,Wheat,Ohio Olmsted,0
05/06/2006,18,5,2006,Wheat,Ark Lock 1,9800
05/06/2006,18,5,2006,Soybeans,Miss Locks 27,77312
05/06/2006,18,5,2006,Soybeans,Ohio Olmsted,25500
05/06/2006,18,5,2006,Soybeans,Ark Lock 1,9800
05/06/2006,18,5,2006,Other Grain,Miss Locks 27,1500
05/06/2006,18,5,2006,Other Grain,Ohio Olmsted,13500
05/06/2006,18,5,2006,Other Grain,Ark Lock 1,8600
05/13/2006,19,5,2006,Corn,Miss Locks 27,568693
05/13/2006,19,5,2006,Corn,Ohio Olmsted,107100
05/13/2006,19,5,2006,Corn,Ark Lock 1,0
05/13/2006,19,5,2006,Wheat,Miss Locks 27,0
05/13/2006,19,5,2006,Wheat,Ohio Olmsted,13500
05/13/2006,19,5,2006,Wheat,Ark Lock 1,4200
05/13/2006,19,5,2006,Soybeans,Miss Locks 27,116338
05/13/2006,19,5,2006,Soybeans,Ohio Olmsted,21000
05/13/2006,19,5,2006,Soybeans,Ark Lock 1,16600
05/13/2006,19,5,2006,Other Grain,Miss Locks 27,0
05/13/2006,19,5,2006,Other Grain,Ohio Olmsted,0
05/13/2006,19,5,2006,Other Grain,Ark Lock 1,2600
05/20/2006,20,5,2006,Corn,Miss Locks 27,623897
05/20/2006,20,5,2006,Corn,Ohio Olmsted,54628
05/20/2006,20,5,2006,Corn,Ark Lock 1,0
05/20/2006,20,5,2006,Wheat,Miss Locks 27,4735
05/20/2006,20,5,2006,Wheat,Ohio Olmsted,1500
05/20/2006,20,5,2006,Wheat,Ark Lock 1,2800
05/20/2006,20,5,2006,Soybeans,Miss Locks 27,127237
05/20/2006,20,5,2006,Soybeans,Ohio Olmsted,24341
05/20/2006,20,5,2006,Soybeans,Ark Lock 1,14000
05/20/2006,20,5,2006,Other Grain,Miss Locks 27,0
05/20/2006,20,5,2006,Other Grain,Ohio Olmsted,0
05/20/2006,20,5,2006,Other Grain,Ark Lock 1,5600
05/27/2006,21,5,2006,Corn,Miss Locks 27,591450
05/27/2006,21,5,2006,Corn,Ohio Olmsted,72100
05/27/2006,21,5,2006,Corn,Ark Lock 1,0
05/27/2006,21,5,2006,Wheat,Miss Locks 27,0
05/27/2006,21,5,2006,Wheat,Ohio Olmsted,6600
05/27/2006,21,5,2006,Wheat,Ark Lock 1,2800
05/27/2006,21,5,2006,Soybeans,Miss Locks 27,76201
05/27/2006,21,5,2006,Soybeans,Ohio Olmsted,33500
05/27/2006,21,5,2006,Soybeans,Ark Lock 1,12600
05/27/2006,21,5,2006,Other Grain,Miss Locks 27,0
05/27/2006,21,5,2006,Other Grain,Ohio Olmsted,0
05/27/2006,21,5,2006,Other Grain,Ark Lock 1,4600
06/03/2006,22,5,2006,Corn,Miss Locks 27,562313
06/03/2006,22,5,2006,Corn,Ohio Olmsted,48512
06/03/2006,22,5,2006,Corn,Ark Lock 1,0
06/03/2006,22,5,2006,Wheat,Miss Locks 27,7941
06/03/2006,22,5,2006,Wheat,Ohio Olmsted,0
06/03/2006,22,5,2006,Wheat,Ark Lock 1,9800
06/03/2006,22,5,2006,Soybeans,Miss Locks 27,55463
06/03/2006,22,5,2006,Soybeans,Ohio Olmsted,21271
06/03/2006,22,5,2006,Soybeans,Ark Lock 1,18200
06/03/2006,22,5,2006,Other Grain,Miss Locks 27,0
06/03/2006,22,5,2006,Other Grain,Ohio Olmsted,1500
06/03/2006,22,5,2006,Other Grain,Ark Lock 1,7550
06/10/2006,23,6,2006,Corn,Miss Locks 27,450061
06/10/2006,23,6,2006,Corn,Ohio Olmsted,58600
06/10/2006,23,6,2006,Corn,Ark Lock 1,0
06/10/2006,23,6,2006,Wheat,Miss Locks 27,1500
06/10/2006,23,6,2006,Wheat,Ohio Olmsted,0
06/10/2006,23,6,2006,Wheat,Ark Lock 1,11200
06/10/2006,23,6,2006,Soybeans,Miss Locks 27,99891
06/10/2006,23,6,2006,Soybeans,Ohio Olmsted,25650
06/10/2006,23,6,2006,Soybeans,Ark Lock 1,11200
06/10/2006,23,6,2006,Other Grain,Miss Locks 27,0
06/10/2006,23,6,2006,Other Grain,Ohio Olmsted,0
06/10/2006,23,6,2006,Other Grain,Ark Lock 1,8150
06/17/2006,24,6,2006,Corn,Miss Locks 27,575329
06/17/2006,24,6,2006,Corn,Ohio Olmsted,42000
06/17/2006,24,6,2006,Corn,Ark Lock 1,0
06/17/2006,24,6,2006,Wheat,Miss Locks 27,19000
06/17/2006,24,6,2006,Wheat,Ohio Olmsted,0
06/17/2006,24,6,2006,Wheat,Ark Lock 1,18200
06/17/2006,24,6,2006,Soybeans,Miss Locks 27,74222
06/17/2006,24,6,2006,Soybeans,Ohio Olmsted,9400
06/17/2006,24,6,2006,Soybeans,Ark Lock 1,12600
06/17/2006,24,6,2006,Other Grain,Miss Locks 27,6400
06/17/2006,24,6,2006,Other Grain,Ohio Olmsted,0
06/17/2006,24,6,2006,Other Grain,Ark Lock 1,12500
06/24/2006,25,6,2006,Corn,Miss Locks 27,729799
06/24/2006,25,6,2006,Corn,Ohio Olmsted,35775
06/24/2006,25,6,2006,Corn,Ark Lock 1,0
06/24/2006,25,6,2006,Wheat,Miss Locks 27,0
06/24/2006,25,6,2006,Wheat,Ohio Olmsted,0
06/24/2006,25,6,2006,Wheat,Ark Lock 1,15400
06/24/2006,25,6,2006,Soybeans,Miss Locks 27,54669
06/24/2006,25,6,2006,Soybeans,Ohio Olmsted,12094
06/24/2006,25,6,2006,Soybeans,Ark Lock 1,2800
06/24/2006,25,6,2006,Other Grain,Miss Locks 27,0
06/24/2006,25,6,2006,Other Grain,Ohio Olmsted,0
06/24/2006,25,6,2006,Other Grain,Ark Lock 1,3600
07/01/2006,26,6,2006,Corn,Miss Locks 27,818428
07/01/2006,26,6,2006,Corn,Ohio Olmsted,36380
07/01/2006,26,6,2006,Corn,Ark Lock 1,0
07/01/2006,26,6,2006,Wheat,Miss Locks 27,4697
07/01/2006,26,6,2006,Wheat,Ohio Olmsted,22235
07/01/2006,26,6,2006,Wheat,Ark Lock 1,30000
07/01/2006,26,6,2006,Soybeans,Miss Locks 27,73406
07/01/2006,26,6,2006,Soybeans,Ohio Olmsted,19950
07/01/2006,26,6,2006,Soybeans,Ark Lock 1,5600
07/01/2006,26,6,2006,Other Grain,Miss Locks 27,0
07/01/2006,26,6,2006,Other Grain,Ohio Olmsted,0
07/01/2006,26,6,2006,Other Grain,Ark Lock 1,8700
07/08/2006,27,7,2006,Corn,Miss Locks 27,698605
07/08/2006,27,7,2006,Corn,Ohio Olmsted,24418
07/08/2006,27,7,2006,Corn,Ark Lock 1,0
07/08/2006,27,7,2006,Wheat,Miss Locks 27,1500
07/08/2006,27,7,2006,Wheat,Ohio Olmsted,1500
07/08/2006,27,7,2006,Wheat,Ark Lock 1,29800
07/08/2006,27,7,2006,Soybeans,Miss Locks 27,80997
07/08/2006,27,7,2006,Soybeans,Ohio Olmsted,25231
07/08/2006,27,7,2006,Soybeans,Ark Lock 1,0
07/08/2006,27,7,2006,Other Grain,Miss Locks 27,9500
07/08/2006,27,7,2006,Other Grain,Ohio Olmsted,0
07/08/2006,27,7,2006,Other Grain,Ark Lock 1,9100
07/15/2006,28,7,2006,Corn,Miss Locks 27,589643
07/15/2006,28,7,2006,Corn,Ohio Olmsted,29982
07/15/2006,28,7,2006,Corn,Ark Lock 1,0
07/15/2006,28,7,2006,Wheat,Miss Locks 27,4600
07/15/2006,28,7,2006,Wheat,Ohio Olmsted,6361
07/15/2006,28,7,2006,Wheat,Ark Lock 1,21000
07/15/2006,28,7,2006,Soybeans,Miss Locks 27,93087
07/15/2006,28,7,2006,Soybeans,Ohio Olmsted,35900
07/15/2006,28,7,2006,Soybeans,Ark Lock 1,4200
07/15/2006,28,7,2006,Other Grain,Miss Locks 27,1624
07/15/2006,28,7,2006,Other Grain,Ohio Olmsted,3000
07/15/2006,28,7,2006,Other Grain,Ark Lock 1,6200
07/22/2006,29,7,2006,Corn,Miss Locks 27,620326
07/22/2006,29,7,2006,Corn,Ohio Olmsted,43259
07/22/2006,29,7,2006,Corn,Ark Lock 1,0
07/22/2006,29,7,2006,Wheat,Miss Locks 27,3200
07/22/2006,29,7,2006,Wheat,Ohio Olmsted,19665
07/22/2006,29,7,2006,Wheat,Ark Lock 1,36400
07/22/2006,29,7,2006,Soybeans,Miss Locks 27,103310
07/22/2006,29,7,2006,Soybeans,Ohio Olmsted,18700
07/22/2006,29,7,2006,Soybeans,Ark Lock 1,11200
07/22/2006,29,7,2006,Other Grain,Miss Locks 27,0
07/22/2006,29,7,2006,Other Grain,Ohio Olmsted,0
07/22/2006,29,7,2006,Other Grain,Ark Lock 1,8300
07/29/2006,30,7,2006,Corn,Miss Locks 27,659687
07/29/2006,30,7,2006,Corn,Ohio Olmsted,34000
07/29/2006,30,7,2006,Corn,Ark Lock 1,
07/29/2006,30,7,2006,Wheat,Miss Locks 27,4700
07/29/2006,30,7,2006,Wheat,Ohio Olmsted,9000
07/29/2006,30,7,2006,Wheat,Ark Lock 1,26600
07/29/2006,30,7,2006,Soybeans,Miss Locks 27,70651
07/29/2006,30,7,2006,Soybeans,Ohio Olmsted,23900
07/29/2006,30,7,2006,Soybeans,Ark Lock 1,12600
07/29/2006,30,7,2006,Other Grain,Miss Locks 27,4694
07/29/2006,30,7,2006,Other Grain,Ohio Olmsted,1500
07/29/2006,30,7,2006,Other Grain,Ark Lock 1,7550
08/05/2006,31,8,2006,Corn,Miss Locks 27,579474
08/05/2006,31,8,2006,Corn,Ohio Olmsted,26000
08/05/2006,31,8,2006,Corn,Ark Lock 1,0
08/05/2006,31,8,2006,Wheat,Miss Locks 27,9294
08/05/2006,31,8,2006,Wheat,Ohio Olmsted,5900
08/05/2006,31,8,2006,Wheat,Ark Lock 1,13800
08/05/2006,31,8,2006,Soybeans,Miss Locks 27,125243
08/05/2006,31,8,2006,Soybeans,Ohio Olmsted,9200
08/05/2006,31,8,2006,Soybeans,Ark Lock 1,1400
08/05/2006,31,8,2006,Other Grain,Miss Locks 27,0
08/05/2006,31,8,2006,Other Grain,Ohio Olmsted,0
08/05/2006,31,8,2006,Other Grain,Ark Lock 1,15450
08/12/2006,32,8,2006,Corn,Miss Locks 27,546544
08/12/2006,32,8,2006,Corn,Ohio Olmsted,16700
08/12/2006,32,8,2006,Corn,Ark Lock 1,0
08/12/2006,32,8,2006,Wheat,Miss Locks 27,13822
08/12/2006,32,8,2006,Wheat,Ohio Olmsted,12400
08/12/2006,32,8,2006,Wheat,Ark Lock 1,26600
08/12/2006,32,8,2006,Soybeans,Miss Locks 27,107645
08/12/2006,32,8,2006,Soybeans,Ohio Olmsted,21000
08/12/2006,32,8,2006,Soybeans,Ark Lock 1,2800
08/12/2006,32,8,2006,Other Grain,Miss Locks 27,0
08/12/2006,32,8,2006,Other Grain,Ohio Olmsted,0
08/12/2006,32,8,2006,Other Grain,Ark Lock 1,13600
08/19/2006,33,8,2006,Corn,Miss Locks 27,557268
08/19/2006,33,8,2006,Corn,Ohio Olmsted,42300
08/19/2006,33,8,2006,Corn,Ark Lock 1,0
08/19/2006,33,8,2006,Wheat,Miss Locks 27,6135
08/19/2006,33,8,2006,Wheat,Ohio Olmsted,16700
08/19/2006,33,8,2006,Wheat,Ark Lock 1,19600
08/19/2006,33,8,2006,Soybeans,Miss Locks 27,114148
08/19/2006,33,8,2006,Soybeans,Ohio Olmsted,13500
08/19/2006,33,8,2006,Soybeans,Ark Lock 1,2800
08/19/2006,33,8,2006,Other Grain,Miss Locks 27,1624
08/19/2006,33,8,2006,Other Grain,Ohio Olmsted,0
08/19/2006,33,8,2006,Other Grain,Ark Lock 1,8400
08/26/2006,34,8,2006,Corn,Miss Locks 27,324905
08/26/2006,34,8,2006,Corn,Ohio Olmsted,17900
08/26/2006,34,8,2006,Corn,Ark Lock 1,0
08/26/2006,34,8,2006,Wheat,Miss Locks 27,10953
08/26/2006,34,8,2006,Wheat,Ohio Olmsted,1500
08/26/2006,34,8,2006,Wheat,Ark Lock 1,16400
08/26/2006,34,8,2006,Soybeans,Miss Locks 27,61517
08/26/2006,34,8,2006,Soybeans,Ohio Olmsted,10600
08/26/2006,34,8,2006,Soybeans,Ark Lock 1,7000
08/26/2006,34,8,2006,Other Grain,Miss Locks 27,0
08/26/2006,34,8,2006,Other Grain,Ohio Olmsted,6300
08/26/2006,34,8,2006,Other Grain,Ark Lock 1,9400
09/02/2006,35,8,2006,Corn,Miss Locks 27,440509
09/02/2006,35,8,2006,Corn,Ohio Olmsted,24150
09/02/2006,35,8,2006,Corn,Ark Lock 1,0
09/02/2006,35,8,2006,Wheat,Miss Locks 27,19320
09/02/2006,35,8,2006,Wheat,Ohio Olmsted,12000
09/02/2006,35,8,2006,Wheat,Ark Lock 1,22400
09/02/2006,35,8,2006,Soybeans,Miss Locks 27,99704
09/02/2006,35,8,2006,Soybeans,Ohio Olmsted,9150
09/02/2006,35,8,2006,Soybeans,Ark Lock 1,3000
09/02/2006,35,8,2006,Other Grain,Miss Locks 27,1500
09/02/2006,35,8,2006,Other Grain,Ohio Olmsted,3000
09/02/2006,35,8,2006,Other Grain,Ark Lock 1,0
09/09/2006,36,9,2006,Corn,Miss Locks 27,315720
09/09/2006,36,9,2006,Corn,Ohio Olmsted,24200
09/09/2006,36,9,2006,Corn,Ark Lock 1,2800
09/09/2006,36,9,2006,Wheat,Miss Locks 27,22102
09/09/2006,36,9,2006,Wheat,Ohio Olmsted,9200
09/09/2006,36,9,2006,Wheat,Ark Lock 1,5600
09/09/2006,36,9,2006,Soybeans,Miss Locks 27,104159
09/09/2006,36,9,2006,Soybeans,Ohio Olmsted,2900
09/09/2006,36,9,2006,Soybeans,Ark Lock 1,12600
09/09/2006,36,9,2006,Other Grain,Miss Locks 27,6200
09/09/2006,36,9,2006,Other Grain,Ohio Olmsted,4700
09/09/2006,36,9,2006,Other Grain,Ark Lock 1,2900
09/16/2006,37,9,2006,Corn,Miss Locks 27,253309
09/16/2006,37,9,2006,Corn,Ohio Olmsted,67570
09/16/2006,37,9,2006,Corn,Ark Lock 1,1400
09/16/2006,37,9,2006,Wheat,Miss Locks 27,25310
09/16/2006,37,9,2006,Wheat,Ohio Olmsted,33057
09/16/2006,37,9,2006,Wheat,Ark Lock 1,25200
09/16/2006,37,9,2006,Soybeans,Miss Locks 27,71660
09/16/2006,37,9,2006,Soybeans,Ohio Olmsted,37700
09/16/2006,37,9,2006,Soybeans,Ark Lock 1,4200
09/16/2006,37,9,2006,Other Grain,Miss Locks 27,3000
09/16/2006,37,9,2006,Other Grain,Ohio Olmsted,0
09/16/2006,37,9,2006,Other Grain,Ark Lock 1,7300
09/23/2006,38,9,2006,Corn,Miss Locks 27,392455
09/23/2006,38,9,2006,Corn,Ohio Olmsted,43800
09/23/2006,38,9,2006,Corn,Ark Lock 1,1400
09/23/2006,38,9,2006,Wheat,Miss Locks 27,18583
09/23/2006,38,9,2006,Wheat,Ohio Olmsted,10900
09/23/2006,38,9,2006,Wheat,Ark Lock 1,6200
09/23/2006,38,9,2006,Soybeans,Miss Locks 27,72899
09/23/2006,38,9,2006,Soybeans,Ohio Olmsted,15500
09/23/2006,38,9,2006,Soybeans,Ark Lock 1,5600
09/23/2006,38,9,2006,Other Grain,Miss Locks 27,7824
09/23/2006,38,9,2006,Other Grain,Ohio Olmsted,0
09/23/2006,38,9,2006,Other Grain,Ark Lock 1,6400
09/30/2006,39,9,2006,Corn,Miss Locks 27,467289
09/30/2006,39,9,2006,Corn,Ohio Olmsted,109247
09/30/2006,39,9,2006,Corn,Ark Lock 1,0
09/30/2006,39,9,2006,Wheat,Miss Locks 27,29662
09/30/2006,39,9,2006,Wheat,Ohio Olmsted,9000
09/30/2006,39,9,2006,Wheat,Ark Lock 1,11200
09/30/2006,39,9,2006,Soybeans,Miss Locks 27,105552
09/30/2006,39,9,2006,Soybeans,Ohio Olmsted,16818
09/30/2006,39,9,2006,Soybeans,Ark Lock 1,1400
09/30/2006,39,9,2006,Other Grain,Miss Locks 27,6100
09/30/2006,39,9,2006,Other Grain,Ohio Olmsted,0
09/30/2006,39,9,2006,Other Grain,Ark Lock 1,5850
10/07/2006,40,10,2006,Corn,Miss Locks 27,395506
10/07/2006,40,10,2006,Corn,Ohio Olmsted,109900
10/07/2006,40,10,2006,Corn,Ark Lock 1,0
10/07/2006,40,10,2006,Wheat,Miss Locks 27,24495
10/07/2006,40,10,2006,Wheat,Ohio Olmsted,16700
10/07/2006,40,10,2006,Wheat,Ark Lock 1,14000
10/07/2006,40,10,2006,Soybeans,Miss Locks 27,164204
10/07/2006,40,10,2006,Soybeans,Ohio Olmsted,17629
10/07/2006,40,10,2006,Soybeans,Ark Lock 1,15200
10/07/2006,40,10,2006,Other Grain,Miss Locks 27,4764
10/07/2006,40,10,2006,Other Grain,Ohio Olmsted,0
10/07/2006,40,10,2006,Other Grain,Ark Lock 1,11300
10/14/2006,41,10,2006,Corn,Miss Locks 27,279509
10/14/2006,41,10,2006,Corn,Ohio Olmsted,86800
10/14/2006,41,10,2006,Corn,Ark Lock 1,0
10/14/2006,41,10,2006,Wheat,Miss Locks 27,9483
10/14/2006,41,10,2006,Wheat,Ohio Olmsted,6200
10/14/2006,41,10,2006,Wheat,Ark Lock 1,11200
10/14/2006,41,10,2006,Soybeans,Miss Locks 27,230587
10/14/2006,41,10,2006,Soybeans,Ohio Olmsted,34500
10/14/2006,41,10,2006,Soybeans,Ark Lock 1,10200
10/14/2006,41,10,2006,Other Grain,Miss Locks 27,1640
10/14/2006,41,10,2006,Other Grain,Ohio Olmsted,3000
10/14/2006,41,10,2006,Other Grain,Ark Lock 1,10400
10/21/2006,42,10,2006,Corn,Miss Locks 27,285966
10/21/2006,42,10,2006,Corn,Ohio Olmsted,111700
10/21/2006,42,10,2006,Corn,Ark Lock 1,0
10/21/2006,42,10,2006,Wheat,Miss Locks 27,10676
